id,Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
384,M,0.58,0.45,0.125,0.886,0.41,0.1905,0.235,8
385,F,0.545,0.435,0.16,0.9185,0.3935,0.2285,0.255,11
386,M,0.47,0.35,0.145,0.5325,0.1885,0.12,0.195,19
387,F,0.535,0.41,0.135,0.7365,0.3165,0.1455,0.1895,7
388,M,0.585,0.465,0.145,0.955,0.3935,0.2035,0.2485,11
389,M,0.545,0.42,0.14,0.9265,0.3,0.1895,0.32,13
390,M,0.6,0.455,0.165,1.1345,0.412,0.2165,0.3,16
391,I,0.285,0.21,0.055,0.0925,0.039,0.021,0.031,5
392,I,0.255,0.185,0.08,0.088,0.0365,0.021,0.023,5
393,M,0.645,0.505,0.165,1.4385,0.4865,0.2875,0.45,15
394,I,0.36,0.265,0.09,0.1845,0.0775,0.041,0.055,7
395,I,0.435,0.33,0.1,0.3645,0.1775,0.0725,0.1185,8
396,I,0.27,0.2,0.07,0.1,0.034,0.0185,0.035,6
397,M,0.47,0.35,0.13,0.4625,0.186,0.107,0.145,8
398,I,0.46,0.35,0.11,0.4595,0.1735,0.089,0.14,13
399,M,0.615,0.485,0.155,1.0815,0.5265,0.241,0.27,9
400,I,0.28,0.21,0.08,0.1115,0.049,0.0195,0.0315,7
401,F,0.62,0.485,0.16,1.0395,0.3485,0.2185,0.385,16
402,F,0.53,0.425,0.14,0.7355,0.3065,0.1935,0.2185,9
403,M,0.625,0.515,0.165,1.217,0.667,0.2375,0.3115,9
404,I,0.515,0.435,0.11,0.572,0.237,0.106,0.184,8
405,I,0.275,0.2,0.065,0.095,0.0275,0.0185,0.03,5
406,I,0.42,0.3,0.115,0.335,0.1315,0.0755,0.09,6
407,F,0.66,0.515,0.2,1.369,0.5305,0.26,0.47,12
408,I,0.335,0.245,0.08,0.1575,0.066,0.033,0.044,7
409,F,0.405,0.305,0.105,0.32,0.147,0.0755,0.09,7
410,I,0.35,0.26,0.08,0.1775,0.0735,0.04,0.0575,6
411,I,0.465,0.37,0.125,0.4955,0.2155,0.097,0.1505,9
412,I,0.315,0.235,0.075,0.1315,0.048,0.0355,0.05,9
413,I,0.38,0.3,0.1,0.3025,0.147,0.062,0.0755,7
414,I,0.335,0.235,0.085,0.18,0.079,0.039,0.055,6
415,M,0.545,0.42,0.175,0.9685,0.358,0.1805,0.355,15
416,I,0.39,0.295,0.09,0.3055,0.1625,0.061,0.0865,7
417,I,0.43,0.33,0.1,0.449,0.254,0.087,0.097,8
418,M,0.605,0.49,0.165,1.1885,0.486,0.277,0.394,11
419,F,0.6,0.475,0.18,1.2425,0.5135,0.2565,0.335,14
420,I,0.3,0.23,0.07,0.1445,0.058,0.0265,0.0405,5
421,M,0.66,0.515,0.175,1.3105,0.6605,0.305,0.37,10
422,I,0.475,0.355,0.115,0.4755,0.1865,0.1045,0.15,9
423,I,0.295,0.22,0.08,0.1235,0.0565,0.0275,0.0335,7
424,M,0.625,0.47,0.175,1.4355,0.587,0.297,0.32,9
425,F,0.675,0.545,0.18,1.4985,0.63,0.3525,0.4395,10
426,M,0.635,0.5,0.175,1.2435,0.5235,0.2615,0.3465,10
427,M,0.52,0.405,0.125,0.6295,0.2955,0.1385,0.17,10
428,F,0.62,0.47,0.155,1.122,0.4765,0.2145,0.3095,10
429,I,0.5,0.38,0.135,0.606,0.239,0.1265,0.18,10
430,I,0.56,0.445,0.14,0.858,0.4285,0.2025,0.253,11
431,I,0.535,0.435,0.15,0.8415,0.3435,0.1635,0.295,9
432,M,0.57,0.435,0.15,0.8155,0.3865,0.1955,0.235,10
433,F,0.645,0.51,0.19,1.4095,0.6115,0.314,0.3965,10
434,M,0.63,0.5,0.15,1.0835,0.4815,0.2475,0.33,11
435,I,0.525,0.435,0.125,0.578,0.239,0.1065,0.185,8
436,I,0.47,0.355,0.125,0.4795,0.2055,0.1065,0.145,9
437,F,0.58,0.47,0.155,1.0385,0.4145,0.2345,0.315,19
438,F,0.595,0.475,0.16,1.0565,0.377,0.2315,0.335,13
439,I,0.4,0.3,0.085,0.2805,0.108,0.0655,0.1035,7
440,M,0.71,0.555,0.215,1.933,0.9155,0.44,0.6315,13
441,M,0.585,0.46,0.175,1.0515,0.4025,0.225,0.307,9
442,M,0.495,0.385,0.135,0.7575,0.293,0.1665,0.24,15
443,M,0.59,0.47,0.165,1.013,0.4835,0.2175,0.295,13
444,I,0.565,0.44,0.16,0.8295,0.3645,0.1585,0.25,8
445,I,0.49,0.37,0.135,0.5345,0.2205,0.0925,0.1535,8
446,I,0.18,0.135,0.055,0.0275,0.0125,0.008,0.009,4
447,I,0.385,0.305,0.1,0.262,0.1255,0.0505,0.085,7
448,M,0.515,0.415,0.145,0.6765,0.2595,0.1415,0.27,11
449,M,0.465,0.355,0.12,0.4155,0.18,0.07,0.135,8
450,F,0.57,0.44,0.135,0.832,0.3125,0.1615,0.26,14
451,M,0.49,0.38,0.11,0.474,0.2885,0.12,0.12,8
452,M,0.615,0.475,0.16,1.1025,0.4985,0.2395,0.315,9
453,M,0.675,0.525,0.19,1.6705,0.7295,0.3735,0.435,10
454,M,0.535,0.415,0.155,0.6835,0.3025,0.153,0.245,10
455,F,0.615,0.475,0.19,1.038,0.3615,0.224,0.36,17
456,M,0.625,0.485,0.17,1.137,0.5565,0.2355,0.287,9
457,F,0.565,0.44,0.165,0.998,0.445,0.214,0.2485,9
458,I,0.505,0.405,0.145,0.674,0.2985,0.1245,0.208,10
459,M,0.6,0.42,0.155,0.852,0.32,0.19,0.275,10
460,F,0.575,0.45,0.13,0.8975,0.4375,0.2435,0.295,13
461,F,0.525,0.41,0.13,0.7635,0.3155,0.1655,0.19,9
462,M,0.565,0.45,0.15,0.8285,0.3275,0.1715,0.245,13
463,F,0.44,0.34,0.115,0.407,0.1685,0.083,0.13,9
464,F,0.53,0.425,0.13,0.7775,0.2875,0.2005,0.195,9
465,I,0.385,0.3,0.1,0.2985,0.1385,0.0475,0.08,8
466,I,0.37,0.28,0.095,0.34,0.1625,0.0485,0.08,6
467,F,0.705,0.56,0.205,1.6255,0.6255,0.3255,0.45,12
468,F,0.46,0.34,0.12,0.4195,0.1945,0.1005,0.12,7
469,M,0.635,0.5,0.155,1.36,0.6995,0.3305,0.3435,10
470,I,0.285,0.225,0.055,0.101,0.0415,0.017,0.0335,6
471,M,0.605,0.47,0.15,1.0265,0.5225,0.2565,0.265,9
472,I,0.32,0.245,0.09,0.1515,0.056,0.0385,0.045,6
473,M,0.575,0.475,0.16,0.966,0.4395,0.212,0.274,9
474,I,0.375,0.28,0.095,0.1805,0.0935,0.0345,0.065,6
475,M,0.48,0.365,0.125,0.5305,0.2405,0.097,0.1325,8
476,I,0.325,0.24,0.07,0.1405,0.0595,0.0345,0.05,6
477,I,0.255,0.195,0.055,0.0835,0.0305,0.0185,0.02,4
478,I,0.42,0.32,0.1,0.3795,0.1895,0.0815,0.105,7
479,I,0.535,0.42,0.14,0.7275,0.3125,0.1225,0.215,10
480,F,0.655,0.505,0.175,1.5945,0.693,0.3365,0.385,11
481,F,0.65,0.5,0.17,1.1785,0.532,0.2555,0.33,10
482,M,0.615,0.495,0.18,1.0375,0.4715,0.2275,0.3135,11
483,M,0.595,0.485,0.19,1.085,0.48,0.2155,0.355,15
484,M,0.54,0.415,0.13,0.824,0.3465,0.1735,0.263,9
485,I,0.36,0.275,0.09,0.216,0.083,0.037,0.075,9
486,M,0.425,0.31,0.1,0.342,0.1315,0.086,0.115,8
487,I,0.255,0.205,0.065,0.074,0.0305,0.0165,0.019,7
488,I,0.535,0.4,0.14,0.5965,0.2745,0.1415,0.169,8
489,F,0.71,0.5,0.16,1.5455,0.833,0.3485,0.43,11
490,I,0.545,0.415,0.115,0.7485,0.3315,0.179,0.169,8
491,I,0.56,0.45,0.155,0.9705,0.4315,0.232,0.248,14
492,I,0.32,0.26,0.085,0.213,0.0735,0.045,0.07,7
493,M,0.345,0.27,0.095,0.197,0.078,0.058,0.059,6
494,M,0.53,0.42,0.145,0.6935,0.3325,0.1345,0.205,8
495,M,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,10
496,I,0.42,0.325,0.105,0.3645,0.1575,0.08,0.105,10
497,I,0.18,0.125,0.035,0.0155,0.0075,0.0075,0.005,4
498,I,0.485,0.355,0.12,0.468,0.2015,0.112,0.1315,8
499,I,0.545,0.41,0.12,0.663,0.321,0.1235,0.17,8
500,M,0.68,0.53,0.17,1.4465,0.7665,0.2955,0.341,11
501,M,0.585,0.455,0.15,1.0005,0.4265,0.1955,0.315,16
502,F,0.595,0.47,0.165,1.079,0.412,0.2195,0.355,15
503,F,0.43,0.325,0.125,0.3565,0.1685,0.0885,0.12,8
504,F,0.565,0.455,0.135,0.8365,0.3345,0.1685,0.29,12
505,I,0.41,0.315,0.1,0.347,0.1495,0.0775,0.1,7
506,M,0.66,0.505,0.18,1.4065,0.7255,0.3285,0.3745,11
507,F,0.495,0.38,0.115,0.51,0.2555,0.1305,0.165,10
508,I,0.375,0.285,0.09,0.3185,0.1235,0.0635,0.085,7
509,F,0.56,0.43,0.165,0.8605,0.312,0.167,0.21,15
510,M,0.565,0.455,0.17,0.957,0.3535,0.2175,0.295,11
511,I,0.435,0.33,0.11,0.4385,0.2025,0.1015,0.11,9
512,I,0.44,0.335,0.11,0.335,0.157,0.058,0.1135,8
513,I,0.555,0.41,0.125,0.7335,0.3915,0.155,0.2095,8
514,I,0.515,0.4,0.13,0.612,0.3095,0.157,0.1805,9
515,I,0.575,0.445,0.135,0.873,0.4255,0.1625,0.2,9
516,M,0.525,0.41,0.135,0.6855,0.288,0.1415,0.216,10
517,M,0.605,0.475,0.15,1.0405,0.419,0.2685,0.2885,11
518,I,0.235,0.165,0.055,0.0725,0.0265,0.0185,0.02,5
519,I,0.57,0.45,0.155,0.8615,0.342,0.1545,0.275,10
520,I,0.255,0.205,0.07,0.104,0.0415,0.0215,0.031,6
521,F,0.625,0.41,0.14,1.1145,0.5595,0.241,0.22,9
522,F,0.65,0.515,0.18,1.4875,0.667,0.3215,0.41,10
523,F,0.515,0.4,0.135,0.717,0.31,0.13,0.17,12
524,I,0.555,0.435,0.135,0.7835,0.4265,0.1835,0.24,9
525,I,0.375,0.28,0.09,0.2745,0.1185,0.0575,0.075,7
526,I,0.36,0.255,0.085,0.196,0.0865,0.059,0.0395,8
527,I,0.255,0.215,0.075,0.134,0.0445,0.0225,0.025,5
528,M,0.37,0.275,0.1,0.2405,0.0845,0.0545,0.085,11
529,I,0.405,0.31,0.1,0.306,0.1525,0.0615,0.084,8
530,I,0.465,0.37,0.13,0.6355,0.3165,0.098,0.184,9
531,M,0.685,0.535,0.19,1.5595,0.741,0.35,0.4535,12
532,I,0.52,0.4,0.125,0.658,0.32,0.1205,0.1745,8
533,F,0.645,0.525,0.175,1.3305,0.6405,0.3285,0.39,10
534,I,0.62,0.46,0.13,1.081,0.48,0.2555,0.24,9
535,F,0.585,0.46,0.175,1.0385,0.4635,0.221,0.3055,9
536,F,0.49,0.4,0.12,0.5755,0.1915,0.144,0.17,12
537,M,0.415,0.31,0.115,0.2985,0.118,0.0625,0.1,7
538,F,0.535,0.405,0.15,0.8415,0.27,0.1585,0.27,12
539,I,0.24,0.135,0.055,0.0265,0.0215,0.0095,0.01,5
540,M,0.59,0.46,0.14,0.9885,0.4245,0.1825,0.273,10
541,M,0.53,0.42,0.14,0.6765,0.29,0.1455,0.18,8
542,I,0.5,0.385,0.13,0.5815,0.2775,0.1245,0.1525,8
543,F,0.59,0.465,0.15,1.0425,0.465,0.2175,0.28,10
544,I,0.525,0.425,0.15,0.9685,0.4265,0.1805,0.2405,9
545,F,0.605,0.475,0.175,1.218,0.5135,0.2495,0.3545,10
546,F,0.535,0.42,0.13,0.6855,0.293,0.1565,0.2035,9
547,F,0.5,0.41,0.135,0.662,0.2815,0.137,0.22,10
548,M,0.65,0.52,0.175,1.36,0.664,0.339,0.44,12
549,I,0.465,0.36,0.11,0.4915,0.233,0.1065,0.1065,7
550,M,0.685,0.525,0.165,1.57,0.6425,0.3835,0.4435,11
551,I,0.525,0.4,0.14,0.6655,0.2805,0.145,0.19,8
552,F,0.46,0.355,0.105,0.4255,0.2015,0.091,0.13,9
553,I,0.325,0.205,0.06,0.106,0.0575,0.0215,0.025,6
554,I,0.425,0.33,0.095,0.3905,0.143,0.0625,0.103,7
555,M,0.56,0.45,0.15,0.8395,0.3795,0.196,0.265,10
556,I,0.395,0.295,0.095,0.308,0.1365,0.058,0.09,6
557,M,0.575,0.425,0.135,0.814,0.3775,0.1915,0.25,8
558,F,0.565,0.44,0.16,0.8805,0.3155,0.1735,0.24,16
559,M,0.59,0.42,0.145,0.857,0.3665,0.1505,0.269,8
560,I,0.42,0.325,0.12,0.3245,0.1365,0.0755,0.11,8
561,F,0.625,0.49,0.175,1.206,0.5115,0.259,0.285,9
562,M,0.505,0.4,0.135,0.6125,0.2985,0.1325,0.175,9
563,I,0.475,0.37,0.11,0.433,0.2125,0.0775,0.145,8
564,I,0.485,0.39,0.125,0.559,0.243,0.102,0.195,13
565,F,0.545,0.415,0.145,0.7745,0.298,0.148,0.25,15
566,I,0.475,0.35,0.12,0.4385,0.1895,0.0925,0.13,8
567,M,0.625,0.495,0.16,1.1045,0.5175,0.273,0.305,9
568,I,0.52,0.4,0.145,0.6835,0.271,0.1555,0.22,13
569,I,0.425,0.325,0.1,0.3595,0.15,0.0735,0.09,7
570,I,0.565,0.44,0.125,0.7665,0.347,0.1385,0.202,8
571,I,0.37,0.275,0.095,0.2295,0.0885,0.0445,0.075,7
572,M,0.66,0.53,0.19,1.6305,0.6645,0.314,0.4385,10
573,I,0.435,0.335,0.11,0.379,0.1655,0.081,0.13,9
574,M,0.555,0.44,0.135,0.8115,0.4025,0.1705,0.2315,9
575,I,0.485,0.365,0.115,0.594,0.3045,0.0945,0.13,8
576,F,0.625,0.515,0.185,1.352,0.488,0.2445,0.45,21
577,M,0.53,0.42,0.145,0.9365,0.3725,0.195,0.275,15
578,I,0.165,0.1,0.045,0.0385,0.01,0.005,0.0065,5
579,M,0.56,0.42,0.135,0.77,0.372,0.1565,0.218,9
580,F,0.58,0.46,0.16,1.1115,0.5235,0.2475,0.27,9
581,M,0.4,0.3,0.115,0.3045,0.1315,0.0735,0.095,6
582,F,0.665,0.53,0.17,1.5985,0.7285,0.3735,0.4115,8
583,F,0.645,0.485,0.19,1.3,0.4335,0.262,0.51,18
584,I,0.425,0.31,0.095,0.317,0.153,0.048,0.0935,8
585,I,0.465,0.35,0.105,0.458,0.229,0.0945,0.11,8
586,I,0.38,0.275,0.115,0.2225,0.096,0.0475,0.0765,9
587,M,0.575,0.43,0.14,0.844,0.4015,0.2155,0.213,10
588,M,0.58,0.455,0.165,1.142,0.483,0.225,0.3815,10
589,F,0.61,0.475,0.17,1.2415,0.6195,0.2635,0.3185,10
590,M,0.54,0.42,0.165,0.8345,0.3885,0.174,0.235,9
591,I,0.46,0.36,0.125,0.4645,0.1955,0.1035,0.115,9
592,I,0.535,0.435,0.145,0.6765,0.2845,0.1535,0.2185,10
593,I,0.25,0.19,0.06,0.082,0.0465,0.024,0.03,7
594,I,0.36,0.265,0.095,0.219,0.096,0.0485,0.07,8
595,I,0.375,0.305,0.08,0.282,0.1405,0.0625,0.08,8
596,M,0.67,0.535,0.2,1.7395,0.5985,0.398,0.42,10
597,M,0.62,0.48,0.125,1.0375,0.3885,0.2105,0.325,14
598,M,0.485,0.39,0.13,0.5705,0.2025,0.1635,0.18,12
599,M,0.38,0.285,0.1,0.228,0.1075,0.051,0.075,8
600,I,0.465,0.36,0.135,0.5185,0.2025,0.1265,0.165,12
601,F,0.655,0.52,0.165,1.3445,0.539,0.2325,0.38,10
602,M,0.535,0.435,0.145,0.732,0.2695,0.131,0.26,10
603,M,0.575,0.45,0.145,1.0035,0.4575,0.2485,0.265,10
604,M,0.6,0.48,0.15,1.122,0.4935,0.2195,0.32,10
605,I,0.52,0.395,0.125,0.5585,0.26,0.1065,0.162,8
606,M,0.535,0.415,0.145,0.8605,0.3155,0.2155,0.28,13
607,I,0.545,0.405,0.15,0.7455,0.3135,0.1735,0.22,12
608,I,0.465,0.355,0.105,0.4415,0.2165,0.1035,0.155,8
609,F,0.55,0.435,0.13,0.8395,0.3155,0.2225,0.2405,11
610,I,0.315,0.23,0.07,0.131,0.0695,0.038,0.03,8
611,M,0.475,0.375,0.105,0.547,0.2165,0.1385,0.165,10
612,M,0.735,0.565,0.23,2.033,0.751,0.4255,0.6585,12
613,F,0.53,0.43,0.18,0.7155,0.3165,0.176,0.24,15
614,M,0.64,0.5,0.155,1.229,0.5985,0.2225,0.32,11
615,F,0.565,0.43,0.165,0.8465,0.302,0.1715,0.275,14
616,I,0.525,0.415,0.13,0.567,0.288,0.132,0.1825,9
617,I,0.46,0.34,0.12,0.4965,0.1885,0.1125,0.135,10
618,I,0.555,0.43,0.15,0.9085,0.4275,0.1315,0.2165,8
619,F,0.49,0.38,0.13,0.6075,0.2955,0.1405,0.1595,7
620,F,0.585,0.455,0.175,1.09,0.425,0.227,0.305,14
621,F,0.56,0.445,0.125,0.8265,0.321,0.166,0.275,15
622,F,0.67,0.525,0.175,1.489,0.711,0.3045,0.4115,11
623,I,0.51,0.4,0.135,0.6595,0.2895,0.142,0.169,7
624,M,0.57,0.45,0.18,1.1,0.434,0.2475,0.4,19
625,M,0.505,0.39,0.135,0.5965,0.3105,0.13,0.1525,8
626,I,0.515,0.425,0.125,0.6115,0.245,0.1355,0.19,9
627,F,0.47,0.375,0.115,0.4555,0.2085,0.133,0.126,9
628,I,0.35,0.265,0.09,0.1775,0.074,0.0345,0.065,6
629,I,0.275,0.2,0.065,0.096,0.0415,0.0265,0.035,6
630,M,0.58,0.465,0.155,0.9895,0.4235,0.2,0.28,8
631,F,0.57,0.445,0.155,0.977,0.4345,0.1965,0.285,9
632,M,0.58,0.445,0.135,0.98,0.4495,0.2165,0.28,11
633,M,0.595,0.455,0.16,0.9175,0.3615,0.2105,0.275,10
634,M,0.575,0.445,0.15,0.983,0.4985,0.23,0.2465,8
635,F,0.485,0.365,0.115,0.5885,0.2385,0.121,0.1535,9
636,M,0.5,0.385,0.145,0.741,0.2405,0.146,0.22,17
637,F,0.595,0.49,0.165,1.0835,0.416,0.2625,0.375,12
638,I,0.575,0.455,0.125,0.8605,0.4035,0.1725,0.223,8
639,M,0.635,0.48,0.17,1.13,0.5775,0.2385,0.305,10
640,I,0.52,0.41,0.14,0.7365,0.325,0.16,0.1965,8
641,M,0.615,0.475,0.175,1.0485,0.4545,0.2455,0.27,9
642,M,0.62,0.49,0.17,1.0105,0.491,0.212,0.324,11
643,F,0.615,0.47,0.16,1.1155,0.5705,0.2415,0.317,9
644,F,0.585,0.465,0.15,0.906,0.4095,0.207,0.259,9
645,F,0.52,0.425,0.17,0.836,0.2855,0.2145,0.285,13
646,I,0.385,0.28,0.08,0.271,0.098,0.0595,0.0805,6
647,F,0.585,0.455,0.155,1.099,0.4695,0.2285,0.305,12
648,M,0.575,0.45,0.145,1.0135,0.419,0.2355,0.33,10
649,M,0.705,0.57,0.225,2.555,0.8155,0.3115,0.56,13
650,F,0.51,0.41,0.15,0.6835,0.262,0.1365,0.2155,10
651,I,0.435,0.325,0.09,0.3245,0.109,0.0345,0.06,5
652,M,0.335,0.255,0.105,0.183,0.0935,0.0335,0.06,8
653,I,0.53,0.4,0.13,0.651,0.3235,0.1325,0.18,8
654,M,0.715,0.555,0.185,1.787,0.8605,0.3615,0.405,13
655,F,0.72,0.575,0.21,1.9335,0.926,0.4575,0.4525,11
656,F,0.595,0.47,0.165,1.0385,0.414,0.231,0.34,10
657,I,0.37,0.275,0.1,0.2775,0.1155,0.0565,0.09,7
658,F,0.51,0.385,0.135,0.632,0.282,0.1315,0.17,9
659,F,0.58,0.455,0.135,0.9175,0.3965,0.182,0.26,9
660,F,0.545,0.42,0.155,0.857,0.38,0.1825,0.22,11
661,F,0.545,0.43,0.155,0.7355,0.3125,0.1535,0.24,12
662,I,0.41,0.325,0.1,0.3745,0.173,0.0855,0.105,7
663,M,0.445,0.335,0.14,0.4425,0.1905,0.083,0.119,7
664,F,0.59,0.455,0.15,1.034,0.4335,0.2445,0.292,10
665,I,0.44,0.335,0.12,0.4155,0.198,0.0835,0.107,6
666,F,0.585,0.45,0.145,0.997,0.4035,0.205,0.305,13
667,M,0.6,0.47,0.155,0.9355,0.4355,0.2105,0.265,10
668,I,0.52,0.38,0.14,0.547,0.246,0.128,0.169,8
669,M,0.615,0.475,0.175,1.0805,0.5175,0.2395,0.275,9
670,F,0.72,0.55,0.21,2.069,0.9205,0.385,0.601,12
671,F,0.58,0.44,0.125,0.72,0.3265,0.1715,0.22,11
672,F,0.45,0.36,0.115,0.479,0.2105,0.1045,0.1345,6
673,I,0.35,0.265,0.09,0.192,0.0945,0.041,0.063,7
674,F,0.655,0.53,0.19,1.33,0.4715,0.258,0.405,15
675,F,0.66,0.525,0.18,1.494,0.7285,0.3485,0.5085,11
676,I,0.52,0.395,0.11,0.5555,0.2375,0.074,0.1765,9
677,I,0.415,0.3,0.09,0.3325,0.1555,0.0755,0.095,9
678,I,0.565,0.45,0.13,1.1345,0.3595,0.2495,0.37,16
679,M,0.625,0.475,0.155,1.1575,0.575,0.207,0.274,12
680,F,0.675,0.5,0.17,1.4095,0.6145,0.3195,0.345,12
681,M,0.575,0.45,0.165,1.098,0.4765,0.207,0.274,10
682,F,0.475,0.36,0.1,0.4775,0.2345,0.1145,0.12,8
683,F,0.585,0.455,0.18,1.1155,0.5565,0.2225,0.3085,9
684,I,0.44,0.34,0.125,0.494,0.1725,0.096,0.1395,8
685,I,0.435,0.325,0.125,0.4155,0.1575,0.0935,0.1245,9
686,F,0.63,0.485,0.2,1.3765,0.44,0.3095,0.49,17
687,I,0.465,0.36,0.105,0.498,0.2385,0.099,0.1185,8
688,M,0.565,0.44,0.16,0.938,0.3685,0.1645,0.3,12
689,I,0.48,0.37,0.125,0.474,0.1785,0.1065,0.16,9
690,M,0.645,0.525,0.225,1.3685,0.5455,0.3065,0.39,15
691,M,0.64,0.51,0.17,1.5255,0.675,0.3595,0.3645,11
692,I,0.465,0.355,0.115,0.4055,0.1665,0.063,0.1325,9
693,F,0.525,0.405,0.12,0.6355,0.3,0.133,0.1845,9
694,I,0.55,0.435,0.14,0.6385,0.2945,0.1405,0.171,8
695,I,0.27,0.205,0.07,0.1105,0.036,0.0265,0.035,6
696,M,0.645,0.53,0.175,1.4545,0.732,0.3095,0.386,10
697,I,0.32,0.24,0.085,0.1785,0.078,0.0345,0.05,6
698,M,0.515,0.4,0.13,0.6275,0.245,0.1255,0.17,9
699,I,0.475,0.375,0.13,0.547,0.2175,0.1075,0.1325,8
700,F,0.525,0.41,0.13,0.7485,0.3345,0.1455,0.212,12
701,F,0.67,0.525,0.185,1.6395,0.5985,0.3585,0.455,17
702,M,0.565,0.44,0.155,0.8395,0.3155,0.1965,0.2405,13
703,I,0.3,0.22,0.085,0.1285,0.05,0.037,0.035,5
704,F,0.745,0.57,0.205,1.913,0.913,0.4075,0.515,10
705,M,0.56,0.46,0.16,0.922,0.432,0.178,0.26,8
706,I,0.555,0.435,0.14,0.7495,0.3085,0.1345,0.2215,10
707,M,0.6,0.46,0.165,1.073,0.4768,0.2275,0.275,10
708,I,0.46,0.375,0.13,0.474,0.191,0.1095,0.155,7
709,F,0.575,0.465,0.15,1.0405,0.556,0.2225,0.25,9
710,F,0.665,0.5,0.175,1.3875,0.702,0.3035,0.332,9
711,F,0.5,0.395,0.14,0.6895,0.3245,0.1415,0.2185,9
712,M,0.57,0.47,0.155,0.959,0.447,0.2435,0.2715,9
713,M,0.58,0.455,0.14,0.927,0.3925,0.1775,0.275,8
714,M,0.72,0.565,0.18,1.626,0.5935,0.318,0.4395,11
715,M,0.585,0.445,0.155,0.8625,0.362,0.1565,0.253,10
716,I,0.375,0.28,0.1,0.279,0.1185,0.059,0.0825,7
717,F,0.68,0.525,0.185,1.8795,0.931,0.3935,0.4265,11
718,F,0.61,0.48,0.145,1.0315,0.4825,0.24,0.276,9
719,F,0.53,0.4,0.12,0.651,0.269,0.131,0.21,9
720,F,0.535,0.42,0.165,0.8165,0.3125,0.1905,0.25,13
721,I,0.525,0.38,0.115,0.5205,0.2585,0.1185,0.1645,8
722,M,0.51,0.39,0.135,0.7155,0.3165,0.1435,0.2075,9
723,I,0.33,0.245,0.08,0.1585,0.0575,0.037,0.055,7
724,I,0.395,0.29,0.1,0.271,0.138,0.0585,0.079,7
725,F,0.505,0.4,0.15,0.646,0.285,0.142,0.19,8
726,I,0.37,0.275,0.09,0.2295,0.097,0.0495,0.0745,7
727,M,0.615,0.475,0.16,1.1075,0.519,0.25,0.31,10
728,F,0.645,0.5,0.175,1.496,0.5715,0.337,0.475,19
729,F,0.485,0.355,0.1,0.4775,0.2235,0.1105,0.148,7
730,F,0.61,0.495,0.15,1.0915,0.4865,0.2165,0.2965,9
731,M,0.54,0.42,0.14,0.8295,0.3365,0.156,0.245,13
732,F,0.555,0.445,0.14,0.945,0.407,0.1765,0.275,10
733,I,0.345,0.255,0.1,0.197,0.0665,0.057,0.065,7
734,I,0.36,0.265,0.08,0.17,0.076,0.0365,0.063,6
735,M,0.585,0.45,0.16,0.886,0.3315,0.232,0.265,10
736,I,0.41,0.315,0.105,0.365,0.1645,0.0705,0.104,6
737,I,0.57,0.44,0.14,0.7665,0.3245,0.1705,0.221,8
738,M,0.585,0.465,0.16,0.9945,0.3165,0.2245,0.33,23
739,I,0.25,0.185,0.065,0.0685,0.0295,0.0215,0.02,6
740,I,0.275,0.21,0.075,0.1055,0.038,0.031,0.04,8
741,I,0.435,0.335,0.11,0.3685,0.1645,0.0825,0.12,8
742,F,0.46,0.35,0.12,0.49,0.19,0.1155,0.135,9
743,M,0.42,0.325,0.11,0.4195,0.1925,0.0865,0.1185,7
744,F,0.535,0.4,0.13,0.8045,0.3325,0.1735,0.285,13
745,I,0.27,0.19,0.06,0.1125,0.0285,0.0155,0.03,5
746,I,0.535,0.4,0.125,0.7365,0.3275,0.18,0.172,9
747,I,0.575,0.45,0.15,0.812,0.3715,0.2105,0.23,8
748,M,0.62,0.505,0.165,1.307,0.4335,0.262,0.52,13
749,I,0.55,0.415,0.135,0.636,0.2635,0.1415,0.1765,9
750,F,0.605,0.475,0.16,1.1005,0.5195,0.2635,0.295,15
751,I,0.305,0.215,0.075,0.1135,0.0465,0.0385,0.031,6
752,I,0.51,0.4,0.13,0.6345,0.305,0.1415,0.19,8
753,F,0.44,0.345,0.105,0.495,0.206,0.1325,0.135,8
754,M,0.575,0.46,0.145,0.99,0.4755,0.2095,0.265,8
755,I,0.295,0.23,0.09,0.2075,0.089,0.0425,0.053,6
756,F,0.58,0.45,0.135,0.7855,0.3595,0.1725,0.2025,9
757,M,0.605,0.475,0.145,1.0615,0.4895,0.2155,0.29,11
758,M,0.535,0.415,0.17,1.044,0.4325,0.2155,0.2,13
759,M,0.59,0.46,0.145,0.927,0.2985,0.1985,0.315,15
760,I,0.505,0.405,0.145,0.7155,0.3445,0.1455,0.23,9
761,F,0.515,0.4,0.135,0.8015,0.3475,0.1815,0.21,13
762,M,0.415,0.325,0.1,0.3295,0.129,0.07,0.1085,8
763,I,0.59,0.435,0.16,0.958,0.4365,0.197,0.275,11
764,I,0.505,0.39,0.13,0.608,0.2905,0.1465,0.1725,11
765,F,0.575,0.47,0.145,0.8375,0.2745,0.1735,0.33,16
766,F,0.58,0.46,0.19,1.3905,0.6925,0.291,0.4,12
767,M,0.545,0.42,0.145,1.0115,0.4775,0.2275,0.265,12
768,I,0.42,0.325,0.1,0.358,0.1675,0.065,0.105,8
